,price,type,address,url,agent_url,postcode,full_postcode,number_bedrooms,search_date,available_date,lat_lon,closest_aldi,closest_sainsburys,closest_tesco,closest_superdrug,closest_asda,closest_lidl,closest_boots,minutes_from_TCR
73,1400,1 bedroom flat,"Battersea, London, SW11",http://www.rightmove.co.uk/properties/124698674#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/OpenRent/London-96668.html,SW11,,1,2022-07-06 15:58:10.018939,2022-01-08 00:00:00.000000,"51.464960500000004,-0.16078530016166082",6.66,5.42,5.88,5.52,0.3,2.95,5.66,34
74,1750,1 bedroom flat,"Wellesley Court, Maida Vale, W9",http://www.rightmove.co.uk/properties/123665951#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/Home-Made-UK-Properties-Limited/London-156986.html,W9,,1,2022-07-06 15:58:10.018939,2022-07-22 00:00:00.000000,"51.382564,-0.2143031",15.38,14.83,15.74,15.31,9.82,12.04,15.54,50
75,1650,1 bedroom flat,"Commercial Road, London E1",http://www.rightmove.co.uk/properties/124722596#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/ludlowthompson/City-Docklands-5480.html,E1,,1,2022-07-06 15:58:10.018939,2022-08-20 00:00:00.000000,"51.5124164,-0.0319855",3.99,4.86,4.15,2.58,1.65,0.32,3.6,30
76,1650,1 bedroom apartment,"Wayman Court, Eleanor Road, London, E8",http://www.rightmove.co.uk/properties/124695803#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/Stirling-Ackroyd-Lettings/Hackney-77505.html,E8,,1,2022-07-06 15:58:10.018939,2022-07-06 15:58:36.797506,"51.5431195,-0.0589094",1.2,1.13,3.0,1.18,2.34,0.45,3.24,36
77,1560,1 bedroom flat,"Canning Road, Stratford, E15",http://www.rightmove.co.uk/properties/124695128#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/Square-Quarters/Islington-76064.html,E15,,1,2022-07-06 15:58:10.018939,2022-07-06 15:58:36.968778,"51.5307903,0.0026687",4.83,5.61,6.82,5.17,2.91,2.83,6.11,32
78,1650,2 bedroom flat,"Hermitage Road, London, N4",http://www.rightmove.co.uk/properties/124695038#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/NowProperty/London-153164.html,N4,,2,2022-07-06 15:58:10.018939,2022-11-07 00:00:00.000000,"51.4171015,-0.0983481",7.48,8.63,10.55,10.05,7.09,6.47,10.48,60
79,1500,1 bedroom flat,"Transom Close, London, SE16",http://www.rightmove.co.uk/properties/124694666#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/OpenRent/London-96668.html,SE16,,1,2022-07-06 15:58:10.018939,2022-01-09 00:00:00.000000,"51.4927389,-0.0364224",2.04,4.35,4.48,3.48,1.61,2.47,4.3,37
80,1750,2 bedroom flat,"Parkland Road, London, N22",http://www.rightmove.co.uk/properties/124694657#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/OpenRent/London-96668.html,N22,,2,2022-07-06 15:58:10.018939,2022-07-06 15:58:37.529549,"51.59230400757752,-0.10491776493286498",1.84,5.43,5.57,1.85,2.47,3.04,6.6,31
81,1450,1 bedroom flat,"Newport Avenue, London, E14",http://www.rightmove.co.uk/properties/124694216#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/OpenRent/London-96668.html,E14,,1,2022-07-06 15:58:10.018939,2022-07-06 15:58:37.704614,"51.495515546852296,-0.016982743928396948",1.88,5.69,5.56,4.29,0.3,2.26,5.24,37
82,1600,1 bedroom flat,"Lucey Way, Bermondsey, London, SE16",http://www.rightmove.co.uk/properties/124692170#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/Foxtons/London-Bridge-55101.html,SE16,,1,2022-07-06 15:58:10.018939,,"51.4941013,-0.0652411",1.83,2.34,2.84,2.54,1.12,1.28,2.95,31
83,1668,1 bedroom flat,"Shrubland Road, Dalston, London, E8 4NL",http://www.rightmove.co.uk/properties/124692128#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/Bryan-Estates/London-77252.html,E8,E8 4NL,1,2022-07-06 15:58:10.018939,,"51.5394409,-0.0633288",1.13,1.15,2.7,1.17,1.9,0.67,2.73,33
84,1650,1 bedroom flat,"Crescent Road, Crouch End, London, N8",http://www.rightmove.co.uk/properties/124692065#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/Foxtons/Crouch-End-84073.html,N8,,1,2022-07-06 15:58:10.018939,,"51.5770154,-0.1272869",1.4,4.19,3.54,2.07,3.94,2.08,4.52,37
85,1690,1 bedroom apartment,"Candy Wharf, 22 Copperfield Road, London, E3",http://www.rightmove.co.uk/properties/124690877#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/Abatoria/Wapping-33248.html,E3,,1,2022-07-06 15:58:10.018939,2022-08-19 00:00:00.000000,"51.52012385,-0.03595496443096767",4.0,4.02,3.94,2.28,1.01,0.81,3.28,32
86,1600,2 bedroom flat,"Batwa House, London, Southwark, SE16",http://www.rightmove.co.uk/properties/124704857#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/99Home-LTD/Covering-Nationwide-176603.html,SE16,,2,2022-07-06 15:58:10.018939,,"51.515084,-0.091359",3.65,1.08,0.17,0.41,2.06,2.65,0.67,18
87,1700,2 bedroom flat,"St. Jude Street, London, N16",http://www.rightmove.co.uk/properties/124690613#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/OpenRent/London-96668.html,N16,,2,2022-07-06 15:58:10.018939,2022-07-30 00:00:00.000000,"51.511589,0.012649",3.97,7.2,7.25,5.66,2.65,2.89,6.68,32
88,1750,1 bedroom maisonette,"Gunter Grove, Chelsea, London, SW10",http://www.rightmove.co.uk/properties/123450413#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/Chestertons-Estate-Agents/Chelsea-Lettings-51283.html,SW10,,1,2022-07-06 15:58:10.018939,2022-08-08 00:00:00.000000,"51.482462,-0.1845659",4.68,5.35,5.53,4.27,2.34,4.55,4.51,36
89,1387,1 bedroom flat,"Blackburn Road, West Hampstead NW6",http://www.rightmove.co.uk/properties/124690544#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/Cedar-Estates/West-Hampstead-79883.html,NW6,,1,2022-07-06 15:58:10.018939,2022-01-10 00:00:00.000000,"51.5471088,-0.1901849",0.84,3.5,3.95,4.64,8.76,3.36,3.58,22
90,1350,1 bedroom flat,"Rokesly Avenue, London, N8",http://www.rightmove.co.uk/properties/124690508#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/OpenRent/London-96668.html,N8,,1,2022-07-06 15:58:10.018939,2022-07-06 15:58:39.433073,"51.513263,-0.089878",3.82,1.3,0.13,0.33,2.05,2.43,0.72,14
91,1350,1 bedroom flat,"Telegraph Place, Isle Of Dogs, E14",http://www.rightmove.co.uk/properties/124690235#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/Holland-Properties/London-36516.html,E14,,1,2022-07-06 15:58:10.018939,2022-09-16 00:00:00.000000,"51.4918184,-0.0193696",1.53,5.53,5.57,4.4,0.49,2.6,5.31,42
92,1712,2 bedroom apartment,"Jarret House, Bow Road, London, E3",http://www.rightmove.co.uk/properties/124690154#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/Coopers/London-83027.html,E3,,2,2022-07-06 15:58:10.018939,2022-07-06 15:58:39.786530,"51.5278764,-0.020211046333306275",4.34,4.3,5.21,3.56,2.18,1.6,4.49,26
93,1300,1 bedroom flat,"BATTERSEA PARK ROAD, SW11",http://www.rightmove.co.uk/properties/124690052#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/Winkworth/Battersea-85460.html,SW11,,1,2022-07-06 15:58:10.018939,2022-07-06 15:58:39.969873,"51.4725492,-0.1637068",5.8,5.13,5.27,4.72,0.81,2.99,4.99,42
94,1750,1 bedroom flat,"Crews Street, London, E14",http://www.rightmove.co.uk/properties/124689785#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/YOUR-MOVE-Glenwood-Lettings/Chadwell-Heath-51518.html,E14,,1,2022-07-06 15:58:10.018939,2022-08-28 00:00:00.000000,"51.4930599,-0.0249563",1.84,5.14,5.16,4.01,0.82,2.39,4.91,37
95,1650,2 bedroom apartment,"Sidney House, Hassett Road, Homerton, E9",http://www.rightmove.co.uk/properties/124688615#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/Inner-City-Estates/Bow-103850.html,E9,,2,2022-07-06 15:58:10.018939,2022-09-05 00:00:00.000000,"51.509648,-0.099076",4.29,1.4,0.67,0.56,2.81,2.27,1.26,22
96,1450,1 bedroom flat,Chaucer Drive London Bridge SE1,http://www.rightmove.co.uk/properties/124688600#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/Acorn/Kennington-50064.html,SE1,,1,2022-07-06 15:58:10.018939,2022-07-20 00:00:00.000000,"51.4897277,-0.0748994",1.81,1.76,2.89,2.86,0.68,0.63,3.22,30
97,1647,1 bedroom flat,"Elite House, London E14",http://www.rightmove.co.uk/properties/124688330#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/JLL/Canary-Wharf-212327.html,E14,,1,2022-07-06 15:58:10.018939,2022-07-09 00:00:00.000000,"51.51300875,-0.02982676306507469",4.0,4.9,4.29,2.71,1.73,0.18,3.74,29
98,1733,1 bedroom flat,"Orsett Terrace, London",http://www.rightmove.co.uk/properties/124687070#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/Cavendish-Rowe/London-228362.html,,,1,2022-07-06 15:58:10.018939,2022-08-31 00:00:00.000000,"51.5179177,-0.1836283",0.89,3.63,4.53,2.41,5.99,3.3,2.39,22
99,1699,2 bedroom flat,Old Kent Road Walworth SE1,http://www.rightmove.co.uk/properties/85594773#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/Acorn/London-Bridge-50683.html,SE1,,2,2022-07-06 15:58:10.018939,2022-07-14 00:00:00.000000,"51.4892511,-0.0786376",1.98,1.53,2.85,2.77,0.81,0.43,3.23,30
100,1700,1 bedroom flat,"Cromwell Road, South Kensington, SW7",http://www.rightmove.co.uk/properties/124709339#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/Paramount/London---Lettings-62636.html,SW7,,1,2022-07-06 15:58:10.018939,2022-12-08 00:00:00.000000,"51.5359966,-0.2986809",7.14,10.96,11.52,10.64,12.16,10.96,10.6,45
101,1733,1 bedroom apartment,"St Williams Court, 1 Gifford Street, Kings Cross, Islington, London, N1",http://www.rightmove.co.uk/properties/124686944#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/relocate-mecouk/London-33012.html,N1,,1,2022-07-06 15:58:10.018939,2022-07-06 15:58:42.620151,"51.540854,-0.121452",1.46,1.22,0.97,1.27,4.48,1.41,1.36,26
102,1700,3 bedroom flat,"Lordship Lane, London, N17 6AA",http://www.rightmove.co.uk/properties/124686839#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/Hunters/Tottenham-165956.html,N17,N17 6AA,3,2022-07-06 15:58:10.018939,,"51.597907,-0.0681265",0.22,5.61,6.69,3.15,0.49,4.44,7.7,33
103,1582,1 bedroom flat,"Blackburn Road, West Hampstead NW6",http://www.rightmove.co.uk/properties/124686605#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/Cedar-Estates/West-Hampstead-79883.html,NW6,,1,2022-07-06 15:58:10.018939,2022-07-26 00:00:00.000000,"51.5471088,-0.1901849",0.84,3.5,3.95,4.64,8.76,3.36,3.58,21
104,1500,1 bedroom apartment,Queenstown Road London SW8,http://www.rightmove.co.uk/properties/124686527#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Lettings/Battersea-Park-Lettings-156782.html,SW8,,1,2022-07-06 15:58:10.018939,2022-07-06 15:58:43.193121,"51.4752161,-0.1462935",5.81,3.94,4.4,4.33,1.71,1.79,4.2,28
105,1500,1 bedroom flat,"Victoria Road, Queen's Park",http://www.rightmove.co.uk/properties/124686458#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/Camerons-Stiff-and-Co/Willesden-Green-London-Lettings-34175.html,,,1,2022-07-06 15:58:10.018939,2022-08-22 00:00:00.000000,"51.53438,-0.20724",1.03,4.65,5.27,4.6,8.22,4.64,4.49,30
106,1700,2 bedroom flat,"High Road, London, E10 6QE",http://www.rightmove.co.uk/properties/124686389#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/Humphrey-and-Co/London-79533.html,E10,E10 6QE,2,2022-07-06 15:58:10.018939,2022-07-06 15:58:43.586523,"51.6014736,-0.1117815",2.96,6.55,6.41,2.97,3.07,4.1,7.42,33
107,1495,1 bedroom apartment,"Hillfield Avenue, London, N8",http://www.rightmove.co.uk/properties/124685702#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/The-Online-Letting-Agents-Ltd/Bury-St-Edmunds-82831.html,N8,,1,2022-07-06 15:58:10.018939,2022-11-08 00:00:00.000000,"51.513263,-0.089878",3.82,1.3,0.13,0.33,2.05,2.43,0.72,14
108,1625,1 bedroom flat,"The Bow Connection, E3",http://www.rightmove.co.uk/properties/124685477#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/Look-Property-Services-Ltd/Bow-8286.html,E3,,1,2022-07-06 15:58:10.018939,2022-07-16 00:00:00.000000,"51.53102345,-0.02267235512654188",4.03,3.98,5.17,3.54,2.15,1.89,4.43,32
109,1550,1 bedroom flat,"Grattan Court, Bow E3",http://www.rightmove.co.uk/properties/124684097#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/Alex-Neil-Estate-Agents/Bow-and-Bethnal-Green---Lettings-73854.html,E3,,1,2022-07-06 15:58:10.018939,2022-01-10 00:00:00.000000,"51.513263,-0.089878",3.82,1.3,0.13,0.33,2.05,2.43,0.72,14
110,1400,1 bedroom flat,"Stoke Newington High Street, London, N16",http://www.rightmove.co.uk/properties/124683929#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/Live-London-Estates/Golders-Green-141884.html,N16,,1,2022-07-06 15:58:10.018939,2022-07-06 15:58:44.360900,"51.5606043,-0.0734382",1.59,1.45,2.9,1.48,1.4,2.2,3.83,37
111,1600,1 bedroom flat,"High Street, London, E15",http://www.rightmove.co.uk/properties/124683479#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/OpenRent/London-96668.html,E15,,1,2022-07-06 15:58:10.018939,2022-05-08 00:00:00.000000,"51.5392955,-0.0010627912292897714",3.88,5.11,6.85,5.17,1.93,3.36,6.16,29
112,1750,1 bedroom flat,"Parliament Hill, London, NW3",http://www.rightmove.co.uk/properties/124683395#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/OpenRent/London-96668.html,NW3,,1,2022-07-06 15:58:10.018939,2022-09-14 00:00:00.000000,"51.5596203,-0.1597717",1.89,2.51,2.42,2.83,6.34,1.84,2.8,34
113,1700,2 bedroom maisonette,"Stoke Newington High Street, London, N16",http://www.rightmove.co.uk/properties/124682954#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/Live-London-Estates/Golders-Green-141884.html,N16,,2,2022-07-06 15:58:10.018939,2022-01-08 00:00:00.000000,"51.5606043,-0.0734382",1.59,1.45,2.9,1.48,1.4,2.2,3.83,37
114,1500,2 bedroom apartment,"Lea Bridge Road, London",http://www.rightmove.co.uk/properties/124682696#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/Bricks-Estate-Agents/Loughton-244235.html,,,2,2022-07-06 15:58:10.018939,2022-07-15 00:00:00.000000,"51.513263,-0.089878",3.82,1.3,0.13,0.33,2.05,2.43,0.72,14
115,1733,1 bedroom flat,"Tansy House, 23 Forest Road, London E17",http://www.rightmove.co.uk/properties/124682567#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/JC-Living/London-237080.html,E17,,1,2022-07-06 15:58:10.018939,2022-05-09 00:00:00.000000,"51.599513,-0.004453",3.83,7.5,9.34,6.95,2.33,7.4,10.24,46
116,1408,1 bedroom apartment,"Seven Sisters Road, Finsbury Park, N4",http://www.rightmove.co.uk/properties/124680494#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/McHugh-and-Co/London-90947.html,N4,,1,2022-07-06 15:58:10.018939,2022-11-07 00:00:00.000000,"51.5805735,-0.0780961",1.37,3.68,4.64,1.43,0.97,2.51,5.65,25
117,1500,2 bedroom flat,"Stevenson Cresent , London , SE16 3EN",http://www.rightmove.co.uk/properties/124681997#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/Hunters/London-76339.html,SE16,SE16 3EN,2,2022-07-06 15:58:10.018939,,"51.522731,-0.101376",3.19,0.08,0.16,1.27,2.59,2.48,1.19,17
118,1650,1 bedroom flat,"Commercial Road, London E1",http://www.rightmove.co.uk/properties/124722596#/?channel=RES_LET,http://www.rightmove.co.uk/estate-agents/agent/ludlowthompson/City-Docklands-5480.html,E1,,1,2022-07-06 15:58:10.018939,2022-08-20 00:00:00.000000,"51.5124164,-0.0319855",3.99,4.86,4.15,2.58,1.65,0.32,3.6,29
